id,type1simline,type2simline,type3simline,type1simtok,type2simtok,type3simtok,fragment1,path,startline,endline,lines,prettylines,tokens,functions_intersected,unmatched_braces,fragment2,path,startline,endline,lines,prettylines,tokens,functions_intersected,unmatched_braces
17719701,,,,0.531915,0.829787,0.829787,403798,src/main/org/ucdetector/search/LineManger.java,200,205,6,,46,1,0,403799,src/main/org/ucdetector/preferences/Prefs.java,366,372,7,,47,1,0
17719703,,,,0.957447,1,1,403799,src/main/org/ucdetector/preferences/Prefs.java,366,372,7,,47,1,0,403802,src/main/org/ucdetector/preferences/Prefs.java,397,403,7,,47,1,0
17719704,,,,0.531915,0.829787,0.829787,403798,src/main/org/ucdetector/search/LineManger.java,200,205,6,,46,1,0,403802,src/main/org/ucdetector/preferences/Prefs.java,397,403,7,,47,1,0
17719804,,,,0.617647,0.691176,0.691176,403888,src/main/org/ucdetector/preferences/Prefs.java,234,242,9,,47,1,0,403889,src/main/org/ucdetector/preferences/Prefs.java,248,258,11,,68,1,0
17719706,,,,0.4625,0.6125,0.6125,403804,src/main/org/ucdetector/search/LineManger.java,211,219,9,,80,1,0,403805,src/main/org/ucdetector/search/LineManger.java,226,235,10,,73,1,0
17719750,,,,0.526316,0.789474,0.789474,403842,src/main/org/ucdetector/iterator/AbstractUCDetectorIterator.java,211,216,6,,35,1,0,403851,src/main/org/ucdetector/iterator/AbstractUCDetectorIterator.java,268,273,6,,38,1,0
17719792,,,,0.333333,0.438596,0.438596,403865,src/main/org/ucdetector/quickfix/AbstractUCDQuickFix.java,289,296,8,,27,1,0,403879,src/main/org/ucdetector/search/SearchManager.java,671,681,11,,57,1,0
17719765,,,,0.311475,0.393443,0.393443,403865,src/main/org/ucdetector/quickfix/AbstractUCDQuickFix.java,289,296,8,,27,1,0,403866,src/main/org/ucdetector/util/JavaElementUtil.java,828,837,10,,61,1,0
28678397,,,,0.573529,0.676471,0.676471,403774,src/main/org/ucdetector/util/JavaElementUtil.java,728,734,7,,54,1,0,403853,src/main/org/ucdetector/iterator/AbstractUCDetectorIterator.java,294,303,10,,68,1,0
28678388,,,,0.571429,0.571429,0.571429,1260328,src/cycle/org/ucdetector/cycle/CycleView.java,312,332,21,,112,2,0,1260329,src/cycle/org/ucdetector/cycle/CycleView.java,316,328,13,,64,2,0
17719712,,,,0.40625,0.59375,0.59375,403794,src/main/org/ucdetector/UCDHeadless.java,181,189,9,,43,1,0,403815,src/main/org/ucdetector/report/ReportExtension.java,101,111,11,,64,1,0
17719735,,,,0.482759,0.637931,0.637931,403794,src/main/org/ucdetector/UCDHeadless.java,181,189,9,,43,1,0,403814,src/main/org/ucdetector/UCDHeadless.java,165,178,14,,58,1,0
17719698,,,,0.6,0.733333,0.733333,403794,src/main/org/ucdetector/UCDHeadless.java,181,189,9,,43,1,0,403795,src/main/org/ucdetector/UCDetectorPlugin.java,299,308,10,,45,1,0
