id,type1simline,type2simline,type3simline,type1simtok,type2simtok,type3simtok,fragment1,path,startline,endline,lines,prettylines,tokens,functions_intersected,unmatched_braces,fragment2,path,startline,endline,lines,prettylines,tokens,functions_intersected,unmatched_braces
28734598,,,,0.457143,0.6,0.6,430791,src/de/joergjahnke/gameboy/core/CPU.java,3104,3110,7,,34,1,0,430850,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,722,731,10,,35,1,1
17995772,,,,0.617647,0.911765,0.911765,430791,src/de/joergjahnke/gameboy/core/CPU.java,3104,3110,7,,34,1,0,430862,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,1178,1185,8,,34,2,0
28734606,,,,0.25,0.375,0.375,430791,src/de/joergjahnke/gameboy/core/CPU.java,3104,3110,7,,34,1,0,1265489,src/de/joergjahnke/common/util/LRUCache.java,76,89,14,,64,1,0
17995399,,,,0.588235,0.617647,0.617647,430791,src/de/joergjahnke/gameboy/core/CPU.java,3104,3110,7,,34,1,0,430792,src/de/joergjahnke/gameboy/core/CPU.java,2166,2171,6,,25,1,0
17995511,,,,0.470588,0.617647,0.617647,430791,src/de/joergjahnke/gameboy/core/CPU.java,3104,3110,7,,34,1,0,430841,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,414,420,7,,27,1,0
27135963,,,,0.329897,0.381443,0.381443,430876,src/de/joergjahnke/gameboy/jme/GameboyCanvas.java,685,691,7,,97,1,0,763324,src/de/joergjahnke/common/jme/WavePlayer.java,93,97,5,,48,1,0
17995546,,,,0.386364,0.568182,0.568182,430791,src/de/joergjahnke/gameboy/core/CPU.java,3104,3110,7,,34,1,0,430847,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,461,467,7,,44,1,0
17995554,,,,0.230769,0.338462,0.338462,430791,src/de/joergjahnke/gameboy/core/CPU.java,3104,3110,7,,34,1,0,430846,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,613,622,10,,65,1,1
24219947,,,,1,1,1,661348,src/de/joergjahnke/gameboy/core/SquareWaveChannel.java,95,99,5,,54,1,0,661349,src/de/joergjahnke/gameboy/core/WhiteNoiseChannel.java,65,69,5,,54,1,0
28734576,,,,0.551724,0.643678,0.643678,430681,src/de/joergjahnke/gameboy/core/VideoChip.java,594,605,12,,87,1,0,430696,src/de/joergjahnke/gameboy/core/VideoChip.java,803,810,8,,56,1,0
17995611,,,,0.470588,0.617647,0.617647,430791,src/de/joergjahnke/gameboy/core/CPU.java,3104,3110,7,,34,1,0,430853,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,723,729,7,,22,1,0
17996016,,,,0.470588,0.617647,0.617647,430791,src/de/joergjahnke/gameboy/core/CPU.java,3104,3110,7,,34,1,0,430840,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,407,413,7,,27,1,0
17995817,,,,0.411765,0.529412,0.529412,430791,src/de/joergjahnke/gameboy/core/CPU.java,3104,3110,7,,34,1,0,430871,src/de/joergjahnke/gameboy/jme/BtMEGameboyMIDlet.java,390,396,7,,20,2,1
17995821,,,,0.571429,0.571429,0.571429,430850,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,722,731,10,,35,1,1,430871,src/de/joergjahnke/gameboy/jme/BtMEGameboyMIDlet.java,390,396,7,,20,2,1
17995600,,,,0.3125,0.520833,0.520833,430791,src/de/joergjahnke/gameboy/core/CPU.java,3104,3110,7,,34,1,0,430851,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,934,940,7,,48,2,0
17995682,,,,0.323077,0.461538,0.461538,430850,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,722,731,10,,35,1,1,430861,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,1345,1354,10,,65,1,1
17995743,,,,0.411765,0.529412,0.529412,430791,src/de/joergjahnke/gameboy/core/CPU.java,3104,3110,7,,34,1,0,430869,src/de/joergjahnke/gameboy/jme/BtMEGameboyMIDlet.java,150,156,7,,20,2,1
17995747,,,,0.571429,0.571429,0.571429,430850,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,722,731,10,,35,1,1,430869,src/de/joergjahnke/gameboy/jme/BtMEGameboyMIDlet.java,150,156,7,,20,2,1
17995855,,,,0.896907,1,1,430876,src/de/joergjahnke/gameboy/jme/GameboyCanvas.java,685,691,7,,97,1,0,430877,src/de/joergjahnke/gameboy/jme/GameboyCanvas.java,693,699,7,,97,1,0
17995928,,,,0.22549,0.27451,0.27451,430850,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,722,731,10,,35,1,1,430872,src/de/joergjahnke/gameboy/jme/BtMEGameboyMIDlet.java,286,294,9,,102,2,0
28734580,,,,0.586207,0.689655,0.689655,430681,src/de/joergjahnke/gameboy/core/VideoChip.java,594,605,12,,87,1,0,430694,src/de/joergjahnke/gameboy/core/VideoChip.java,778,786,9,,60,1,0
17995582,,,,0.282051,0.397436,0.397436,430850,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,722,731,10,,35,1,1,430852,src/de/joergjahnke/gameboy/android/AndroidGB.java,475,485,11,,78,1,1
17995636,,,,0.234375,0.359375,0.359375,430791,src/de/joergjahnke/gameboy/core/CPU.java,3104,3110,7,,34,1,0,430856,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,772,779,8,,64,2,0
17995638,,,,0.390625,0.46875,0.46875,430850,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,722,731,10,,35,1,1,430856,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,772,779,8,,64,2,0
17995667,,,,0.470588,0.617647,0.617647,430791,src/de/joergjahnke/gameboy/core/CPU.java,3104,3110,7,,34,1,0,430857,src/de/joergjahnke/gameboy/jme/BtMEGameboyMIDlet.java,82,88,7,,27,1,0
17995701,,,,0.5,0.684211,0.684211,430791,src/de/joergjahnke/gameboy/core/CPU.java,3104,3110,7,,34,1,0,430858,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,1077,1083,7,,38,2,0
17995405,,,,0.411765,0.529412,0.529412,430648,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,375,380,6,,20,1,1,430791,src/de/joergjahnke/gameboy/core/CPU.java,3104,3110,7,,34,1,0
17995562,,,,0.514286,0.571429,0.571429,430648,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,375,380,6,,20,1,1,430850,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,722,731,10,,35,1,1
17995131,,,,0.9375,0.96875,0.96875,430702,src/de/joergjahnke/common/bluetooth/BluetoothOBEXClient.java,274,280,7,,62,1,0,430703,src/de/joergjahnke/common/bluetooth/BluetoothOBEXClient.java,290,296,7,,64,1,0
17995770,,,,0.470588,0.529412,0.529412,430648,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,375,380,6,,20,1,1,430862,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,1178,1185,8,,34,2,0
17995914,,,,0.895928,0.909502,0.909502,430893,src/de/joergjahnke/gameboy/android/GameboyView.java,267,307,41,,410,1,0,430894,src/de/joergjahnke/gameboy/android/GameboyView.java,313,353,41,,442,1,0
17995476,,,,0.56,0.72,0.72,430648,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,375,380,6,,20,1,1,430792,src/de/joergjahnke/gameboy/core/CPU.java,2166,2171,6,,25,1,0
17995509,,,,0.592593,0.666667,0.666667,430648,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,375,380,6,,20,1,1,430841,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,414,420,7,,27,1,0
17995002,,,,0.916667,1,1,430669,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,918,923,6,,48,1,0,430682,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,1006,1011,6,,48,1,0
17995304,,,,0.340909,0.409091,0.409091,430648,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,375,380,6,,20,1,1,430707,src/de/joergjahnke/common/jme/OrientationSensitiveCanvasHelper.java,113,119,7,,44,1,0
17995294,,,,0.454545,0.484848,0.484848,430648,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,375,380,6,,20,1,1,430757,src/de/joergjahnke/common/jme/Settings.java,84,90,7,,33,1,0
17995215,,,,0.326087,0.391304,0.391304,430648,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,375,380,6,,20,1,1,430736,src/de/joergjahnke/common/bluetooth/BluetoothClient.java,149,158,10,,46,1,0
17994966,,,,0.2,0.257143,0.257143,430648,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,375,380,6,,20,1,1,430653,src/de/joergjahnke/gameboy/android/AndroidGB.java,476,484,9,,70,1,0
17995893,,,,0.4,0.45,0.45,430648,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,375,380,6,,20,1,1,430758,src/de/joergjahnke/common/jme/FormattedTextForm.java,159,165,7,,40,2,0
17995243,,,,0.354167,0.375,0.375,430648,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,375,380,6,,20,1,1,430735,src/de/joergjahnke/common/bluetooth/BluetoothOBEXClient.java,240,250,11,,48,1,0
17995336,,,,0.454545,0.484848,0.484848,430648,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,375,380,6,,20,1,1,430761,src/de/joergjahnke/common/jme/Settings.java,161,167,7,,33,1,0
17995544,,,,0.363636,0.409091,0.409091,430648,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,375,380,6,,20,1,1,430847,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,461,467,7,,44,1,0
17995188,,,,0.275862,0.310345,0.310345,430648,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,375,380,6,,20,1,1,430673,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,260,266,7,,58,1,0
17995552,,,,0.230769,0.292308,0.292308,430648,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,375,380,6,,20,1,1,430846,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,613,622,10,,65,1,1
24219966,,,,0.95082,1,1,661370,src/de/joergjahnke/gameboy/core/CPU.java,842,845,4,,61,1,0,661371,src/de/joergjahnke/gameboy/core/CPU.java,850,853,4,,61,1,0
17995608,,,,0.727273,0.818182,0.818182,430648,src/de/joergjahnke/gameboy/swing/GameboyFrame.java,375,380,6,,20,1,1,430853,src/de/joergjahnke/gameboy/jme/MEGameboyMIDlet.java,723,729,7,,22,1,0
