id,type1simline,type2simline,type3simline,type1simtok,type2simtok,type3simtok,fragment1,path,startline,endline,lines,prettylines,tokens,functions_intersected,unmatched_braces,fragment2,path,startline,endline,lines,prettylines,tokens,functions_intersected,unmatched_braces
24218191,,,,0.71028,0.728972,0.728972,659572,src/net/azib/ipscan/gui/EditFavoritesDialog.java,46,52,7,,80,1,0,659573,src/net/azib/ipscan/gui/EditOpenersDialog.java,65,76,12,,107,1,1
27327392,,,,0.892857,1,1,809189,ext/vserv-tcpip/src/java/org/savarese/vserv/tcpip/UDPPacket.java,212,217,6,,56,1,0,809190,ext/vserv-tcpip/src/java/org/savarese/vserv/tcpip/TCPPacket.java,458,463,6,,56,1,0
27327389,,,,0.876543,0.950617,0.950617,809182,src/net/azib/ipscan/gui/menu/ResultsContextMenu.java,1,13,13,,81,1,2,809185,src/net/azib/ipscan/gui/menu/GotoMenu.java,1,15,15,,79,1,1
27327390,,,,0.876543,0.950617,0.950617,809182,src/net/azib/ipscan/gui/menu/ResultsContextMenu.java,1,13,13,,81,1,2,809186,src/net/azib/ipscan/gui/menu/ColumnsMenu.java,1,19,19,,79,1,1
17977354,,,,0.93617,1,1,426414,ext/rocksaw/src/java/org/savarese/rocksaw/net/RawSocket.java,420,430,11,,47,1,0,426415,ext/rocksaw/src/java/org/savarese/rocksaw/net/RawSocket.java,466,476,11,,47,1,0
17977366,,,,0.931507,1,1,426425,ext/vserv-tcpip/src/java/org/savarese/vserv/tcpip/TCPPacket.java,304,309,6,,73,1,0,426426,ext/vserv-tcpip/src/java/org/savarese/vserv/tcpip/TCPPacket.java,326,331,6,,73,1,0
17977368,,,,0.969072,1,1,426429,ext/vserv-tcpip/src/java/org/savarese/vserv/tcpip/TCPPacket.java,167,177,11,,97,1,0,426430,ext/vserv-tcpip/src/java/org/savarese/vserv/tcpip/ICMPPacket.java,138,148,11,,97,1,0
17977488,,,,0.327273,0.436364,0.436364,426458,src/net/azib/ipscan/exporters/ExportProcessor.java,73,80,8,,27,1,0,426503,src/net/azib/ipscan/core/net/ICMPPinger.java,122,132,11,,55,1,0
28730878,,,,0.45,0.55,0.55,426458,src/net/azib/ipscan/exporters/ExportProcessor.java,73,80,8,,27,1,0,426513,src/net/azib/ipscan/fetchers/PingFetcher.java,94,102,9,,40,1,0
17977439,,,,0.592593,0.703704,0.703704,426458,src/net/azib/ipscan/exporters/ExportProcessor.java,73,80,8,,27,1,0,426484,src/net/azib/ipscan/fetchers/PortTextFetcher.java,85,90,6,,19,1,0
17977399,,,,0.390244,0.512195,0.512195,426458,src/net/azib/ipscan/exporters/ExportProcessor.java,73,80,8,,27,1,0,426459,src/net/azib/ipscan/gui/PreferencesDialog.java,454,462,9,,41,1,0
28730874,,,,0.407407,0.555556,0.555556,426458,src/net/azib/ipscan/exporters/ExportProcessor.java,73,80,8,,27,1,0,426528,src/net/azib/ipscan/config/Config.java,51,56,6,,26,1,0
17977407,,,,0.969072,1,1,426429,ext/vserv-tcpip/src/java/org/savarese/vserv/tcpip/TCPPacket.java,167,177,11,,97,1,0,426465,ext/vserv-tcpip/src/java/org/savarese/vserv/tcpip/UDPPacket.java,80,90,11,,97,1,0
28730899,,,,0.314815,0.481481,0.481481,426487,src/net/azib/ipscan/feeders/RandomFeeder.java,87,95,9,,54,1,0,1264386,src/net/azib/ipscan/core/values/NumericRangeList.java,67,74,8,,45,1,0
17977403,,,,0.603448,0.689655,0.689655,426449,src/net/azib/ipscan/core/state/StateMachine.java,107,118,12,,58,1,0,426451,src/net/azib/ipscan/core/state/StateMachine.java,159,166,8,,40,1,0
24055565,,,,1,1,1,586346,src/net/azib/ipscan/gui/actions/StartStopScanningAction.java,175,182,8,,37,1,1,586347,src/net/azib/ipscan/gui/actions/StartStopScanningAction.java,162,169,8,,37,1,1
24218186,,,,0.8875,0.925,0.925,659565,src/net/azib/ipscan/gui/actions/ScanMenuActions.java,71,78,8,,80,1,0,659566,src/net/azib/ipscan/gui/actions/ScanMenuActions.java,165,172,8,,77,1,0
27327384,,,,0.909091,0.963636,0.963636,809176,src/net/azib/ipscan/gui/MainWindow.java,6,11,6,,55,0,0,809177,src/net/azib/ipscan/gui/Startup.java,1,6,6,,53,0,0
17977393,,,,0.950495,0.960396,0.960396,426452,src/net/azib/ipscan/util/InetAddressUtils.java,33,46,14,,98,1,0,426453,src/net/azib/ipscan/util/InetAddressUtils.java,48,60,13,,101,1,0
17977441,,,,0.625,0.75,0.75,426460,src/net/azib/ipscan/exporters/ExportProcessor.java,74,79,6,,24,1,0,426484,src/net/azib/ipscan/fetchers/PortTextFetcher.java,85,90,6,,19,1,0
17977454,,,,0.441176,0.588235,0.588235,426460,src/net/azib/ipscan/exporters/ExportProcessor.java,74,79,6,,24,1,0,426485,src/net/azib/ipscan/feeders/FileFeeder.java,50,57,8,,34,1,0
17977484,,,,0.291667,0.520833,0.520833,426442,src/net/azib/ipscan/gui/MainWindow.java,136,141,6,,48,1,0,426502,src/net/azib/ipscan/core/ScanningResultComparator.java,57,63,7,,31,1,0
17977427,,,,0.708333,0.875,0.875,426460,src/net/azib/ipscan/exporters/ExportProcessor.java,74,79,6,,24,1,0,426474,src/net/azib/ipscan/core/net/ICMPSharedPinger.java,130,136,7,,23,1,0
17977512,,,,0.333333,0.645833,0.645833,426442,src/net/azib/ipscan/gui/MainWindow.java,136,141,6,,48,1,0,426501,src/net/azib/ipscan/gui/actions/ToolsActions.java,77,83,7,,45,1,0
17977495,,,,0.307692,0.423077,0.423077,426460,src/net/azib/ipscan/exporters/ExportProcessor.java,74,79,6,,24,1,0,426473,src/net/azib/ipscan/core/net/ICMPPinger.java,124,131,8,,52,1,0
27327377,,,,0.830986,0.915493,0.915493,809161,src/net/azib/ipscan/gui/InputDialog.java,32,41,10,,71,2,0,809166,src/net/azib/ipscan/gui/EditOpenersDialog.java,41,50,10,,67,2,0
17977417,,,,0.309091,0.381818,0.381818,426460,src/net/azib/ipscan/exporters/ExportProcessor.java,74,79,6,,24,1,0,426472,src/net/azib/ipscan/config/ComponentRegistry.java,93,101,9,,55,1,0
27327383,,,,0.816901,0.887324,0.887324,809161,src/net/azib/ipscan/gui/InputDialog.java,32,41,10,,71,2,0,809175,src/net/azib/ipscan/gui/GettingStartedDialog.java,38,47,10,,64,2,0
27327382,,,,0.830986,0.915493,0.915493,809161,src/net/azib/ipscan/gui/InputDialog.java,32,41,10,,71,2,0,809174,src/net/azib/ipscan/gui/EditFavoritesDialog.java,25,34,10,,67,2,0
17977343,,,,0.935484,1,1,426408,ext/rocksaw/src/java/org/savarese/rocksaw/net/RawSocket.java,309,314,6,,31,1,0,426409,ext/rocksaw/src/java/org/savarese/rocksaw/net/RawSocket.java,343,348,6,,31,1,0
17977355,,,,0.709677,0.806452,0.806452,426408,ext/rocksaw/src/java/org/savarese/rocksaw/net/RawSocket.java,309,314,6,,31,1,0,426416,ext/rocksaw/src/java/org/savarese/rocksaw/net/RawSocket.java,469,475,7,,29,1,0
17977347,,,,0.709677,0.806452,0.806452,426408,ext/rocksaw/src/java/org/savarese/rocksaw/net/RawSocket.java,309,314,6,,31,1,0,426412,ext/rocksaw/src/java/org/savarese/rocksaw/net/RawSocket.java,423,429,7,,29,1,0
17977486,,,,0.83871,0.967742,0.967742,426408,ext/rocksaw/src/java/org/savarese/rocksaw/net/RawSocket.java,309,314,6,,31,1,0,426410,ext/rocksaw/src/java/org/savarese/rocksaw/net/RawSocket.java,277,282,6,,31,1,0
17977361,,,,0.580645,0.612903,0.612903,426408,ext/rocksaw/src/java/org/savarese/rocksaw/net/RawSocket.java,309,314,6,,31,1,0,426419,ext/rocksaw/src/java/org/savarese/rocksaw/net/RawSocket.java,492,497,6,,20,1,0
17977350,,,,0.580645,0.612903,0.612903,426408,ext/rocksaw/src/java/org/savarese/rocksaw/net/RawSocket.java,309,314,6,,31,1,0,426413,ext/rocksaw/src/java/org/savarese/rocksaw/net/RawSocket.java,446,451,6,,20,1,0
17977383,,,,0.446429,0.625,0.625,426444,src/net/azib/ipscan/core/state/StateMachine.java,60,68,9,,42,1,0,426445,src/net/azib/ipscan/core/ScannerDispatcherThread.java,187,198,12,,56,1,0
28730890,,,,0.333333,0.5,0.5,426444,src/net/azib/ipscan/core/state/StateMachine.java,60,68,9,,42,1,0,1264371,ext/rocksaw/src/java/org/savarese/rocksaw/net/RawSocket.java,80,92,13,,54,0,0
17977385,,,,0.641509,0.773585,0.773585,426444,src/net/azib/ipscan/core/state/StateMachine.java,60,68,9,,42,1,0,426446,src/net/azib/ipscan/core/state/StateMachine.java,81,91,11,,53,1,0
28730889,,,,0.48,0.64,0.64,426444,src/net/azib/ipscan/core/state/StateMachine.java,60,68,9,,42,1,0,1264370,src/net/azib/ipscan/gui/feeders/AbstractFeederGUI.java,76,84,9,,50,2,0
17977406,,,,0.969072,1,1,426430,ext/vserv-tcpip/src/java/org/savarese/vserv/tcpip/ICMPPacket.java,138,148,11,,97,1,0,426465,ext/vserv-tcpip/src/java/org/savarese/vserv/tcpip/UDPPacket.java,80,90,11,,97,1,0
