id,type1simline,type2simline,type3simline,type1simtok,type2simtok,type3simtok,fragment1,path,startline,endline,lines,prettylines,tokens,functions_intersected,unmatched_braces,fragment2,path,startline,endline,lines,prettylines,tokens,functions_intersected,unmatched_braces
24061358,,,,1,1,1,596216,demos/recognizer/src/net/sf/javaocr/demos/android/recognizer/Recognizer.java,336,348,13,,52,1,1,596217,demos/sampler/src/net/sf/javaocr/demos/android/sampler/Sampler.java,370,381,12,,52,1,1
21467688,,,,0.333333,0.52381,0.52381,489915,plugins/cluster/src/main/java/net/sourceforge/javaocr/plugin/cluster/extractor/FreeSpacesExtractor.java,87,92,6,,20,1,1,489916,core/src/main/java/net/sourceforge/javaocr/ocr/DocumentScanner.java,307,313,7,,21,1,0
24061362,,,,1,1,1,596224,core/src/main/java/net/sourceforge/javaocr/scanner/DocumentScanner.java,556,572,17,,70,1,2,596225,core/src/main/java/net/sourceforge/javaocr/ocr/DocumentScanner.java,392,404,13,,70,1,2
24061359,,,,0.886598,0.886598,0.886598,596218,core/src/main/java/net/sourceforge/javaocr/DocumentScannerListener.java,27,126,100,,94,0,1,596219,core/src/main/java/net/sourceforge/javaocr/ocr/DocumentScannerListenerAdaptor.java,32,55,24,,97,1,1
21467728,,,,0.772727,0.840909,0.840909,489884,plugins/awt/src/main/java/net/sourceforge/javaocr/ocrPlugins/aspectRatio/AspectRatioOCR.java,95,102,8,,37,1,0,489955,plugins/awt/src/main/java/net/sourceforge/javaocr/ocrPlugins/mseOCR/OCRScanner.java,354,363,10,,44,1,0
21467725,,,,0.675676,0.756757,0.756757,489884,plugins/awt/src/main/java/net/sourceforge/javaocr/ocrPlugins/aspectRatio/AspectRatioOCR.java,95,102,8,,37,1,0,489954,plugins/awt/src/main/java/net/sourceforge/javaocr/ocrPlugins/mseOCR/OCRScanner.java,289,295,7,,28,1,0
21467692,,,,0.891892,1,1,489884,plugins/awt/src/main/java/net/sourceforge/javaocr/ocrPlugins/aspectRatio/AspectRatioOCR.java,95,102,8,,37,1,0,489918,plugins/awt/src/main/java/net/sourceforge/javaocr/ocrPlugins/mseOCR/OCRScanner.java,140,148,9,,37,1,0
21467682,,,,0.686099,0.713004,0.713004,489865,plugins/fir/src/main/java/net/sourceforge/javaocr/plugin/fir/AbstractNeighborhoodFilter.java,54,71,18,,223,1,0,489906,plugins/morphology/src/main/java/net/sourceforge/javaocr/plugin/morphology/ErosionFilter.java,61,78,18,,223,1,0
21467642,,,,0.668122,0.694323,0.694323,489865,plugins/fir/src/main/java/net/sourceforge/javaocr/plugin/fir/AbstractNeighborhoodFilter.java,54,71,18,,223,1,0,489866,plugins/morphology/src/main/java/net/sourceforge/javaocr/plugin/morphology/DilationFilter.java,61,80,20,,229,1,0
27364181,,,,0.949495,0.949495,0.949495,833106,core/src/main/java/net/sourceforge/javaocr/ocr/DocumentScanner.java,252,271,20,,198,1,0,833107,core/src/main/java/net/sourceforge/javaocr/scanner/DocumentScanner.java,359,381,23,,188,1,0
