selected/581678.java,186,195,selected/581678.java,330,339,0,1,f,10,10,1,1,0,10,1,1,1,1,10,10,10,10,0,2,2,4,2,1,1,86,86,86,86,0,0
default/129748.java,406,441,default/26187.java,406,441,1,0,t,36,36,1,1,0,36,1,1,1,1,38,38,38,38,0,0,0,0,2,1,1,349,349,349,349,0,1
selected/6505.java,10,19,selected/828599.java,8,17,1,0,t,10,10,1,1,0,10,1,1,1,1,12,12,12,12,0,0,0,0,2,1,1,121,121,121,121,0,1
default/17076.java,159,173,default/45353.java,159,173,1,0,t,15,15,1,1,0,15,1,1,1,1,15,15,15,15,0,0,0,0,2,1,1,190,190,190,190,0,1
selected/105879.java,178,194,selected/424924.java,175,191,1,0,t,17,17,1,1,0,17,1,1,1,1,19,19,19,19,0,1,1,2,2,1,1,147,147,147,147,0,1
default/63015.java,631,648,default/79012.java,522,544,1,0,t,18,23,0.68,0.72,5,20.5,0.7165775401,0.7326203209,0.32,0.5989304813,20,25,20,25,5,0,0,0,2,1,1,137,187,137,187,50,1
selected/1763457.java,95,109,selected/1927611.java,95,109,1,0,t,15,15,1,1,0,15,1,1,1,1,17,17,17,17,0,0,0,0,2,1,1,135,135,135,135,0,1
selected/114964.java,919,945,selected/1398140.java,128,158,1,0,t,27,31,0.3225806452,0.5806451613,4,29,0.592476489,0.736677116,0.2258064516,0.4670846395,27,31,27,31,4,0,0,0,2,1,1,319,285,285,319,34,1
selected/1861756.java,645,654,selected/2130684.java,89,101,0,1,f,10,13,0.2307692308,0.2307692308,3,11.5,0.3647058824,0.5411764706,0.2307692308,0.4,10,13,10,13,3,0,0,0,2,1,1,69,85,69,85,16,0
default/122249.java,458,467,default/80510.java,458,467,1,0,t,10,10,1,1,0,10,1,1,1,1,10,10,10,10,0,0,0,0,2,1,1,128,128,128,128,0,1
selected/1816419.java,177,192,selected/2007477.java,481,491,0,1,f,11,16,0.375,0.375,5,13.5,0.4166666667,0.5694444444,0.3125,0.4583333333,16,11,11,16,5,0,0,0,2,1,1,72,53,53,72,19,0
selected/503080.java,410,424,selected/503080.java,522,536,1,0,t,15,15,0.8666666667,0.9333333333,0,15,0.9401709402,0.9829059829,0.1333333333,0.7179487179,15,15,15,15,0,1,1,2,2,1,1,115,117,115,117,2,1
default/126904.java,715,731,selected/2481579.java,759,775,1,0,t,17,17,0.8235294118,0.8823529412,0,17,0.9029126214,0.9417475728,0.7058823529,0.8834951456,17,17,17,17,0,0,0,0,2,1,1,100,103,100,103,3,1
selected/2319397.java,449,466,selected/966121.java,619,639,1,0,t,18,21,0.2857142857,0.8095238095,3,19.5,0.6844660194,0.8689320388,0.3333333333,0.7330097087,18,21,18,21,3,0,0,0,2,1,1,179,206,179,206,27,1
selected/569653.java,513,527,selected/606818.java,515,529,1,0,t,15,15,1,1,0,15,1,1,1,1,15,15,15,15,0,2,2,4,2,1,1,96,96,96,96,0,1
selected/2653397.java,1338,1351,selected/656204.java,1238,1251,0,1,f,14,14,0.7142857143,1,0,14,0.9519230769,1,1,1,14,14,14,14,0,0,0,0,2,1,1,104,104,104,104,0,0
default/10034.java,410,430,default/10034.java,483,501,1,0,t,19,21,0.5454545455,0.8181818182,2,20,0.7486338798,0.8415300546,0.6363636364,0.8032786885,22,20,20,22,2,0,0,0,2,1,1,183,154,154,183,29,1
selected/952493.java,371,392,selected/952493.java,437,458,0,1,f,22,22,1,1,0,22,1,1,1,1,22,22,22,22,0,0,0,0,2,1,1,154,154,154,154,0,0
selected/211182.java,392,400,selected/849450.java,392,400,1,0,t,9,9,1,1,0,9,1,1,1,1,11,11,11,11,0,2,2,4,2,1,1,91,91,91,91,0,1
selected/1976681.java,53,73,selected/2680307.java,414,435,0,1,f,21,22,0.0454545455,0.7727272727,1,21.5,0.4205128205,0.7230769231,0.0454545455,0.4666666667,21,22,21,22,1,0,0,0,2,1,1,195,191,191,195,4,0
default/115120.java,41,55,selected/596598.java,186,198,0,1,f,13,15,0.4,0.8666666667,2,14,0.8965517241,0.9770114943,0.8666666667,0.9770114943,15,13,13,15,2,2,0,2,2,1,1,87,85,85,87,2,0
selected/1326640.java,89,109,selected/1824380.java,87,106,1,0,t,20,21,0.9523809524,0.9523809524,1,20.5,0.9451219512,0.9451219512,0.5714285714,0.8231707317,21,20,20,21,1,0,0,0,2,1,1,164,155,155,164,9,1
default/59037.java,201,222,default/8578.java,201,222,1,0,t,22,22,1,1,0,22,1,1,1,1,22,22,22,22,0,0,0,0,2,1,1,149,149,149,149,0,1
selected/2536124.java,404,414,selected/280705.java,51,61,0,1,f,11,11,0.3636363636,0.6363636364,0,11,0.5813953488,0.6976744186,0.4545454545,0.6511627907,11,11,11,11,0,0,0,0,2,1,1,39,43,39,43,4,0
selected/965733.java,358,387,selected/965733.java,433,462,1,0,t,30,30,1,1,0,30,1,1,1,1,30,30,30,30,0,0,0,0,2,1,1,210,210,210,210,0,1
selected/2680689.java,402,410,selected/327063.java,87,105,0,1,f,9,19,0.1052631579,0.2105263158,10,14,0.265060241,0.4096385542,0.1578947368,0.313253012,10,19,10,19,9,0,0,0,2,1,1,76,166,76,166,90,0
default/62109.java,339,373,default/71930.java,325,359,1,0,t,35,35,1,1,0,35,1,1,1,1,35,35,35,35,0,0,0,0,2,1,1,136,136,136,136,0,1
selected/1302441.java,221,239,selected/2548700.java,380,402,0,1,f,19,23,0.1304347826,0.1739130435,4,21,0.3055555556,0.5138888889,0.1304347826,0.3333333333,19,23,19,23,4,0,0,0,2,1,1,144,216,144,216,72,0
default/29246.java,34,48,default/46926.java,34,48,1,0,t,15,15,1,1,0,15,1,1,1,1,8,8,8,8,0,0,0,0,0,0,0,50,50,50,50,0,1
default/23875.java,414,433,default/94944.java,414,433,1,0,t,20,20,1,1,0,20,1,1,1,1,21,21,21,21,0,0,0,0,2,1,1,189,189,189,189,0,1
selected/1114904.java,197,202,selected/121694.java,193,198,1,0,t,6,6,0.8333333333,0.8333333333,0,6,0.862745098,0.862745098,0.8333333333,0.862745098,6,6,6,6,0,0,0,0,2,1,1,46,51,46,51,5,1
selected/1009137.java,181,213,selected/2239709.java,151,183,1,0,t,33,33,1,1,0,33,1,1,1,1,34,34,34,34,0,0,0,0,2,1,1,240,240,240,240,0,1
selected/2623280.java,32,51,selected/580159.java,31,48,1,0,t,18,20,0.8,0.8,2,19,0.7972027972,0.8391608392,0.55,0.7692307692,20,18,18,20,2,0,0,0,2,1,1,133,143,133,143,10,1
default/41445.java,188,251,default/8506.java,183,246,1,0,t,64,64,0.9848484848,0.9848484848,0,64,0.990797546,0.990797546,0.2121212121,0.8021472393,66,66,66,66,0,0,0,0,2,1,1,652,646,646,652,6,1
default/31722.java,54,62,default/45206.java,54,62,1,0,t,9,9,1,1,0,9,1,1,1,1,9,9,9,9,0,0,0,0,2,1,1,62,62,62,62,0,1
selected/248805.java,18,30,selected/945451.java,18,27,0,1,f,10,13,0,0,3,11.5,0.4230769231,0.7692307692,0,0.5256410256,10,8,8,10,2,1,2,3,1,0,1,74,78,74,78,4,0
default/15343.java,570,590,default/94821.java,624,641,4,1,t,18,21,0.7391304348,0.7826086957,3,19.5,0.7951807229,0.813253012,0.347826087,0.656626506,23,20,20,23,3,0,0,0,2,1,1,166,137,137,166,29,1
default/102721.java,30,44,default/52446.java,30,44,1,0,t,15,15,1,1,0,15,1,1,1,1,15,15,15,15,0,0,0,0,2,1,1,72,72,72,72,0,1
default/4537.java,143,164,default/93534.java,134,155,1,0,t,22,22,0.8181818182,0.9545454545,0,22,0.9350649351,0.9675324675,0.9545454545,0.961038961,22,22,22,22,0,2,2,4,2,1,1,152,154,152,154,2,1
default/114675.java,934,944,default/25052.java,709,719,1,0,t,11,11,1,1,0,11,1,1,1,1,12,12,12,12,0,0,0,0,2,1,1,66,66,66,66,0,1
default/5251.java,522,544,default/76392.java,648,665,1,0,t,18,23,0.68,0.72,5,20.5,0.7165775401,0.7326203209,0.32,0.5989304813,25,20,20,25,5,0,0,0,2,1,1,187,137,137,187,50,1
default/39035.java,1542,1547,default/93943.java,1149,1154,1,0,t,6,6,0.8,1,0,6,0.9791666667,1,1,1,5,5,5,5,0,1,1,2,2,1,1,48,48,48,48,0,1
default/116591.java,100,137,default/57055.java,100,137,1,0,t,38,38,1,1,0,38,1,1,1,1,36,36,36,36,0,0,0,0,4,2,2,288,288,288,288,0,1
default/129671.java,473,481,default/76287.java,331,338,1,0,t,8,9,0.6666666667,0.8888888889,1,8.5,0.8311688312,0.8571428571,0.6666666667,0.8181818182,9,8,8,9,1,2,2,4,2,1,1,77,66,66,77,11,1
selected/1498872.java,325,330,selected/2524570.java,340,345,1,0,t,6,6,1,1,0,6,1,1,1,1,6,6,6,6,0,0,0,0,2,1,1,38,38,38,38,0,1
default/121654.java,54,62,default/123780.java,54,62,1,0,t,9,9,1,1,0,9,1,1,1,1,9,9,9,9,0,0,0,0,2,1,1,62,62,62,62,0,1
selected/1751955.java,276,297,selected/1751955.java,392,413,1,0,t,22,22,0.7727272727,0.9545454545,0,22,0.9379844961,0.984496124,0.9545454545,0.984496124,22,22,22,22,0,1,1,2,2,1,1,129,127,127,129,2,1
selected/1679816.java,140,148,selected/2119480.java,139,147,1,0,t,9,9,1,1,0,9,1,1,1,1,10,10,10,10,0,0,0,0,2,1,1,79,79,79,79,0,1
selected/2493013.java,124,142,selected/337102.java,258,273,1,0,t,16,19,0.4210526316,0.7368421053,3,17.5,0.6649484536,0.7113402062,0.3684210526,0.6340206186,19,16,16,19,3,0,0,0,2,1,1,194,138,138,194,56,1
selected/1053311.java,1237,1271,selected/1053311.java,1337,1372,1,0,t,35,36,0.4736842105,0.7105263158,1,35.5,0.723183391,0.830449827,0.1578947368,0.5882352941,36,38,36,38,2,0,0,0,2,1,1,261,289,261,289,28,1
selected/502672.java,397,406,selected/936796.java,1098,1107,0,1,f,10,10,0.1428571429,0.4285714286,0,10,0.5555555556,0.7777777778,0.1428571429,0.5925925926,7,7,7,7,0,1,1,2,2,1,1,25,27,25,27,2,0
selected/2415495.java,166,172,selected/840033.java,116,122,1,0,t,7,7,0.625,1,0,7,0.9240506329,1,1,1,8,8,8,8,0,0,0,0,2,1,1,79,79,79,79,0,1
selected/965733.java,341,364,selected/965733.java,458,481,1,0,t,24,24,1,1,0,24,1,1,1,1,24,24,24,24,0,0,0,0,2,1,1,168,168,168,168,0,1
selected/1616011.java,828,847,selected/2501958.java,658,677,1,0,t,20,20,0.9523809524,0.9523809524,0,20,0.9912280702,0.9912280702,0.9523809524,0.9912280702,21,21,21,21,0,0,0,0,2,1,1,114,114,114,114,0,1
